x,y,z,id,S_dissolve
0,0,0,0,140289095.09998
0.60606060606061,0,0,0.60606060606061,140296880.14762
1.2121212121212,0,0,1.2121212121212,140296966.83738
1.8181818181818,0,0,1.8181818181818,140297045.72355
2.4242424242424,0,0,2.4242424242424,140297124.6601
3.030303030303,0,0,3.030303030303,140297203.6225
3.6363636363636,0,0,3.6363636363636,140297282.66596
4.2424242424242,0,0,4.2424242424242,140297361.74227
4.8484848484848,0,0,4.8484848484848,140297440.86787
5.4545454545455,0,0,5.4545454545455,140297520.05575
6.0606060606061,0,0,6.0606060606061,140297599.27269
6.6666666666667,0,0,6.6666666666667,140297678.56427
7.2727272727273,0,0,7.2727272727273,140297757.89325
7.8787878787879,0,0,7.8787878787879,140297837.26793
8.4848484848485,0,0,8.4848484848485,140297916.70914
9.0909090909091,0,0,9.0909090909091,140297996.17948
9.6969696969697,0,0,9.6969696969697,140298075.72059
10.30303030303,0,0,10.30303030303,140298155.3034
10.909090909091,0,0,10.909090909091,140298234.92788
11.515151515152,0,0,11.515151515152,140298314.62331
12.121212121212,0,0,12.121212121212,140298394.34797
12.727272727273,0,0,12.727272727273,140298474.13948
13.333333333333,0,0,13.333333333333,140298553.97701
13.939393939394,0,0,13.939393939394,140298633.85219
14.545454545455,0,0,14.545454545455,140298713.8027
15.151515151515,0,0,15.151515151515,140298793.7826
15.757575757576,0,0,15.757575757576,140298873.82551
16.363636363636,0,0,16.363636363636,140298953.91838
16.969696969697,0,0,16.969696969697,140299034.04456
17.575757575758,0,0,17.575757575758,140299114.25318
18.181818181818,0,0,18.181818181818,140299194.48786
18.787878787879,0,0,18.787878787879,140299274.78533
19.393939393939,0,0,19.393939393939,140299365.05171
20,0,0,20,140309009.05783
20.606060606061,0,0,20.606060606061,0
21.212121212121,0,0,21.212121212121,0
21.818181818182,0,0,21.818181818182,0
22.424242424242,0,0,22.424242424242,0
23.030303030303,0,0,23.030303030303,0
23.636363636364,0,0,23.636363636364,0
24.242424242424,0,0,24.242424242424,0
24.848484848485,0,0,24.848484848485,0
25.454545454545,0,0,25.454545454545,0
26.060606060606,0,0,26.060606060606,0
26.666666666667,0,0,26.666666666667,0
27.272727272727,0,0,27.272727272727,0
27.878787878788,0,0,27.878787878788,0
28.484848484848,0,0,28.484848484848,0
29.090909090909,0,0,29.090909090909,0
29.69696969697,0,0,29.69696969697,0
30.30303030303,0,0,30.30303030303,0
30.909090909091,0,0,30.909090909091,0
31.515151515152,0,0,31.515151515152,0
32.121212121212,0,0,32.121212121212,0
32.727272727273,0,0,32.727272727273,0
33.333333333333,0,0,33.333333333333,0
33.939393939394,0,0,33.939393939394,0
34.545454545455,0,0,34.545454545455,0
35.151515151515,0,0,35.151515151515,0
35.757575757576,0,0,35.757575757576,0
36.363636363636,0,0,36.363636363636,0
36.969696969697,0,0,36.969696969697,0
37.575757575758,0,0,37.575757575758,0
38.181818181818,0,0,38.181818181818,0
38.787878787879,0,0,38.787878787879,0
39.393939393939,0,0,39.393939393939,0
40,0,0,40,0
40.606060606061,0,0,40.606060606061,0
41.212121212121,0,0,41.212121212121,0
41.818181818182,0,0,41.818181818182,0
42.424242424242,0,0,42.424242424242,0
43.030303030303,0,0,43.030303030303,0
43.636363636364,0,0,43.636363636364,0
44.242424242424,0,0,44.242424242424,0
44.848484848485,0,0,44.848484848485,0
45.454545454545,0,0,45.454545454545,0
46.060606060606,0,0,46.060606060606,0
46.666666666667,0,0,46.666666666667,0
47.272727272727,0,0,47.272727272727,0
47.878787878788,0,0,47.878787878788,0
48.484848484848,0,0,48.484848484848,0
49.090909090909,0,0,49.090909090909,0
49.69696969697,0,0,49.69696969697,0
50.30303030303,0,0,50.30303030303,0
50.909090909091,0,0,50.909090909091,0
51.515151515152,0,0,51.515151515152,0
52.121212121212,0,0,52.121212121212,0
52.727272727273,0,0,52.727272727273,0
53.333333333333,0,0,53.333333333333,0
53.939393939394,0,0,53.939393939394,0
54.545454545455,0,0,54.545454545455,0
55.151515151515,0,0,55.151515151515,0
55.757575757576,0,0,55.757575757576,0
56.363636363636,0,0,56.363636363636,0
56.969696969697,0,0,56.969696969697,0
57.575757575758,0,0,57.575757575758,0
58.181818181818,0,0,58.181818181818,0
58.787878787879,0,0,58.787878787879,0
59.393939393939,0,0,59.393939393939,0
60,0,0,60,0
